time_s,event,details
5.40186,DATA_DROP_SIG,rx=1,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=5,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=2,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=8,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=3,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=10,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=11,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=9,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=7,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=4,sender=0,nonce=5400000000
5.40186,DATA_DROP_SIG,rx=6,sender=0,nonce=5400000000
5.42,HO_DONE,veh=1,rsu=0,fast=1,delay=0.020000
5.50186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=5400000000
5.50186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=5400000000
5.70186,DATA_DROP_SIG,rx=1,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=2,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=5,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=8,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=3,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=10,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=11,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=9,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=7,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=4,sender=0,nonce=5700000000
5.70186,DATA_DROP_SIG,rx=6,sender=0,nonce=5700000000
5.8,HO_START,veh=7,from=1,to=0,trust=0.760000
5.80186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=5700000000
5.80186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=5700000000
5.80225,DATA_DROP_SIG,rx=1,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=2,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=5,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=8,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=3,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=10,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=11,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=9,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=4,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=7,sender=0,nonce=5800000000
5.80225,DATA_DROP_SIG,rx=6,sender=0,nonce=5800000000
5.82,HO_DONE,veh=7,rsu=0,fast=1,delay=0.020000
6,REPORT_SENT,by=0,about=9,delta=-0.050000
6,REPORT_SENT,by=1,about=0,delta=0.010000
6,REPORT_SENT,by=2,about=5,delta=-0.050000
6,REPORT_SENT,by=3,about=6,delta=0.010000
6,REPORT_SENT,by=4,about=4,delta=-0.050000
6,REPORT_SENT,by=5,about=2,delta=0.010000
6,REPORT_SENT,by=6,about=0,delta=-0.050000
6,REPORT_SENT,by=7,about=8,delta=-0.050000
6,REPORT_SENT,by=8,about=1,delta=-0.050000
6,REPORT_SENT,by=9,about=5,delta=0.010000
6.00019,REPORT_RX_RSU,rsu=10,by=4,about=4,delta=-0.050000
6.00032,REPORT_RX_RSU,rsu=10,by=7,about=8,delta=-0.050000
6.00045,REPORT_RX_RSU,rsu=10,by=5,about=2,delta=0.010000
6.00063,REPORT_RX_RSU,rsu=10,by=9,about=5,delta=0.010000
6.00104,REPORT_RX_RSU,rsu=10,by=1,about=0,delta=0.010000
6.0012,REPORT_RX_RSU,rsu=10,by=0,about=9,delta=-0.050000
6.0019,REPORT_RX_RSU,rsu=10,by=8,about=1,delta=-0.050000
6.10186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=6000000000
6.10186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=6000000000
6.30186,DATA_DROP_SIG,rx=1,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=2,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=8,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=5,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=3,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=10,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=4,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=11,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=9,sender=0,nonce=6300000000
6.30186,DATA_DROP_SIG,rx=7,sender=0,nonce=6300000000
6.35,BLOCK_COMMIT_ITEM,accused=4,delta=-0.050000,trust=0.760000
6.35,BLOCK_COMMIT_ITEM,accused=8,delta=-0.050000,trust=0.610000
6.35,BLOCK_COMMIT_ITEM,accused=2,delta=0.010000,trust=0.640000
6.35,BLOCK_COMMIT_ITEM,accused=5,delta=0.010000,trust=0.590000
6.35,BLOCK_COMMIT_ITEM,accused=0,delta=0.010000,trust=0.780000
6.35,BLOCK_COMMIT_ITEM,accused=9,delta=-0.050000,trust=0.760000
6.35,BLOCK_COMMIT_ITEM,accused=1,delta=-0.050000,trust=0.670000
6.35,BLOCK_COMMIT_DONE,block=7,items=7,lat=0.050000
6.40186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=6300000000
6.40186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=6300000000
6.40186,DATA_DROP_SIG,rx=6,sender=0,nonce=6300000000
6.50186,DATA_DROP_SIG,rx=1,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=2,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=8,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=3,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=5,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=10,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=4,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=11,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=9,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=7,sender=0,nonce=6500000000
6.50186,DATA_DROP_SIG,rx=6,sender=0,nonce=6500000000
6.60186,DATA_DROP_SIG,rx=1,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=2,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=8,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=3,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=5,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=10,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=4,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=11,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=9,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=6,sender=0,nonce=6600000000
6.60186,DATA_DROP_SIG,rx=7,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=6600000000
6.70186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=6600000000
6.8,HO_START,veh=7,from=0,to=1,trust=0.760000
6.82,HO_DONE,veh=7,rsu=1,fast=1,delay=0.020000
7,REPORT_SENT,by=0,about=5,delta=0.010000
7,REPORT_SENT,by=1,about=4,delta=-0.050000
7,REPORT_SENT,by=2,about=9,delta=-0.050000
7,REPORT_SENT,by=3,about=9,delta=-0.050000
7,REPORT_SENT,by=4,about=6,delta=-0.050000
7,REPORT_SENT,by=5,about=5,delta=0.010000
7,REPORT_SENT,by=6,about=9,delta=-0.050000
7,REPORT_SENT,by=7,about=0,delta=-0.050000
7,REPORT_SENT,by=8,about=1,delta=-0.050000
7,REPORT_SENT,by=9,about=2,delta=-0.050000
7.00021,REPORT_RX_RSU,rsu=10,by=8,about=1,delta=-0.050000
7.0004,REPORT_RX_RSU,rsu=10,by=1,about=4,delta=-0.050000
7.00086,REPORT_RX_RSU,rsu=10,by=0,about=5,delta=0.010000
7.00189,REPORT_RX_RSU,rsu=10,by=7,about=0,delta=-0.050000
7.00204,DATA_DROP_REPLAY,rx=1,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=2,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=8,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=3,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=5,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=10,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=4,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=9,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=6,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=11,sender=0,nonce=6900000000
7.00204,DATA_DROP_REPLAY,rx=7,sender=0,nonce=6900000000
7.00208,REPORT_RX_RSU,rsu=10,by=4,about=6,delta=-0.050000
7.00228,REPORT_RX_RSU,rsu=10,by=5,about=5,delta=0.010000
7.00239,DATA_DROP_SIG,rx=1,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=2,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=8,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=3,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=5,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=10,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=4,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=9,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=6,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=11,sender=0,nonce=7000000000
7.00239,DATA_DROP_SIG,rx=7,sender=0,nonce=7000000000
7.00274,REPORT_RX_RSU,rsu=10,by=9,about=2,delta=-0.050000
7.20186,DATA_DROP_SIG,rx=1,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=2,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=3,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=8,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=10,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=5,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=4,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=9,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=6,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=11,sender=0,nonce=7200000000
7.20186,DATA_DROP_SIG,rx=7,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=7200000000
7.30186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=7200000000
7.4,BLOCK_COMMIT_ITEM,accused=1,delta=-0.050000,trust=0.620000
7.4,BLOCK_COMMIT_ITEM,accused=4,delta=-0.050000,trust=0.710000
7.4,BLOCK_COMMIT_ITEM,accused=5,delta=0.010000,trust=0.600000
7.4,BLOCK_COMMIT_ITEM,accused=0,delta=-0.050000,trust=0.730000
7.4,BLOCK_COMMIT_ITEM,accused=6,delta=-0.050000,trust=0.650000
7.4,BLOCK_COMMIT_ITEM,accused=5,delta=0.010000,trust=0.610000
7.4,BLOCK_COMMIT_ITEM,accused=2,delta=-0.050000,trust=0.590000
7.4,BLOCK_COMMIT_DONE,block=8,items=7,lat=0.050000
7.60186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=7500000000
7.60186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=7500000000
7.60221,DATA_DROP_SIG,rx=1,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=2,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=3,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=8,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=10,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=5,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=4,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=9,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=6,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=11,sender=0,nonce=7600000000
7.60221,DATA_DROP_SIG,rx=7,sender=0,nonce=7600000000
7.90186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=7800000000
7.90186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=7800000000
7.9022,DATA_DROP_SIG,rx=1,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=2,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=3,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=5,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=8,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=10,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=7,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=11,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=4,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=6,sender=0,nonce=7900000000
7.9022,DATA_DROP_SIG,rx=9,sender=0,nonce=7900000000
8,REPORT_SENT,by=0,about=5,delta=0.010000
8,REPORT_SENT,by=1,about=8,delta=-0.050000
8,REPORT_SENT,by=2,about=6,delta=-0.050000
8,REPORT_SENT,by=3,about=4,delta=-0.050000
8,REPORT_SENT,by=4,about=3,delta=0.010000
8,REPORT_SENT,by=5,about=4,delta=-0.050000
8,REPORT_SENT,by=6,about=9,delta=-0.050000
8,REPORT_SENT,by=7,about=7,delta=-0.050000
8,REPORT_SENT,by=8,about=2,delta=0.010000
8,REPORT_SENT,by=9,about=9,delta=-0.050000
8.00033,REPORT_RX_RSU,rsu=10,by=7,about=7,delta=-0.050000
8.00099,REPORT_RX_RSU,rsu=10,by=0,about=5,delta=0.010000
8.00163,REPORT_RX_RSU,rsu=10,by=9,about=9,delta=-0.050000
8.00178,REPORT_RX_RSU,rsu=10,by=8,about=2,delta=0.010000
8.00199,REPORT_RX_RSU,rsu=10,by=5,about=4,delta=-0.050000
8.00214,REPORT_RX_RSU,rsu=10,by=1,about=8,delta=-0.050000
8.00276,REPORT_RX_RSU,rsu=10,by=4,about=3,delta=0.010000
8.20186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=8100000000
8.20186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=8100000000
8.30186,DATA_DROP_SIG,rx=2,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=1,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=3,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=5,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=8,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=10,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=7,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=11,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=6,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=9,sender=0,nonce=8300000000
8.30186,DATA_DROP_SIG,rx=4,sender=0,nonce=8300000000
8.45,BLOCK_COMMIT_ITEM,accused=7,delta=-0.050000,trust=0.710000
8.45,BLOCK_COMMIT_ITEM,accused=5,delta=0.010000,trust=0.620000
8.45,BLOCK_COMMIT_ITEM,accused=9,delta=-0.050000,trust=0.710000
8.45,BLOCK_COMMIT_ITEM,accused=2,delta=0.010000,trust=0.600000
8.45,BLOCK_COMMIT_ITEM,accused=4,delta=-0.050000,trust=0.660000
8.45,BLOCK_COMMIT_ITEM,accused=8,delta=-0.050000,trust=0.560000
8.45,BLOCK_COMMIT_ITEM,accused=3,delta=0.010000,trust=0.840000
8.45,BLOCK_COMMIT_DONE,block=9,items=7,lat=0.050000
8.50186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=8400000000
8.50186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=8400000000
8.80186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=8700000000
8.80186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=8700000000
9,REPORT_SENT,by=0,about=9,delta=0.010000
9,REPORT_SENT,by=1,about=9,delta=0.010000
9,REPORT_SENT,by=2,about=5,delta=-0.050000
9,REPORT_SENT,by=3,about=0,delta=-0.050000
9,REPORT_SENT,by=4,about=2,delta=-0.050000
9,REPORT_SENT,by=5,about=0,delta=0.010000
9,REPORT_SENT,by=6,about=9,delta=-0.050000
9,REPORT_SENT,by=7,about=0,delta=0.010000
9,REPORT_SENT,by=8,about=1,delta=-0.050000
9,REPORT_SENT,by=9,about=7,delta=-0.050000
9.0002,REPORT_RX_RSU,rsu=10,by=7,about=0,delta=0.010000
9.00052,REPORT_RX_RSU,rsu=10,by=1,about=9,delta=0.010000
9.00071,REPORT_RX_RSU,rsu=10,by=4,about=2,delta=-0.050000
9.00101,REPORT_RX_RSU,rsu=10,by=8,about=1,delta=-0.050000
9.00127,REPORT_RX_RSU,rsu=10,by=9,about=7,delta=-0.050000
9.00151,REPORT_RX_RSU,rsu=10,by=0,about=9,delta=0.010000
9.00209,REPORT_RX_RSU,rsu=10,by=5,about=0,delta=0.010000
9.10186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=1,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=3,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=5,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=10,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=8,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=6,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=7,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=11,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=9,sender=0,nonce=9000000000
9.10186,DATA_DROP_REPLAY,rx=4,sender=0,nonce=9000000000
9.10212,DATA_DROP_SIG,rx=2,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=1,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=3,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=5,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=10,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=8,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=6,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=7,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=11,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=9,sender=0,nonce=9100000000
9.10212,DATA_DROP_SIG,rx=4,sender=0,nonce=9100000000
9.30186,DATA_DROP_SIG,rx=2,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=1,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=3,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=5,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=8,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=10,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=6,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=7,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=11,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=9,sender=0,nonce=9300000000
9.30186,DATA_DROP_SIG,rx=4,sender=0,nonce=9300000000
9.4,HO_START,veh=7,from=1,to=0,trust=0.710000
9.40186,DATA_DROP_REPLAY,rx=2,sender=0,nonce=9300000000
